 2000   0.0500   0.5298   4.26   4.10   1.08   0.45   0.02   0.43   -0.30   -0.31   0.01   0.04   -0.02   
 2000   0.0800   0.4349   4.41   4.15   1.31   0.80   0.00   0.71   -0.55   -0.45   0.00   0.00   0.00   
 2000   0.1300   0.3449   5.37   5.09   1.53   0.72   0.11   0.80   0.39   -0.22   0.07   0.65   0.00   
 2000   0.1800   0.2915   5.89   5.43   2.06   1.43   0.29   0.98   0.80   -0.26   -0.13   0.50   0.00   
 2000   0.2500   0.2398   6.07   5.62   2.14   1.33   0.64   0.86   0.76   -0.28   -0.18   -0.22   0.00   
 2000   0.4000   0.1221   8.46   7.14   3.63   2.22   1.84   2.75   1.33   -0.11   -0.51   -2.35   0.00   
 2000   0.6500   0.009670   21.36   16.95   7.85   5.10   5.25   10.35   2.65   -0.48   -1.07   -9.94   0.00   
 3000   0.0320   0.7040   4.25   3.80   1.74   0.18   0.11   0.74   -0.12   -0.29   0.02   0.11   -0.66   
 3000   0.0500   0.5792   3.61   3.33   1.34   0.18   0.06   0.37   -0.09   -0.34   0.02   0.08   -0.06   
 3000   0.0800   0.4805   3.88   3.65   1.23   0.50   0.00   0.51   -0.31   -0.40   0.00   0.01   0.00   
 3000   0.1300   0.3877   4.75   4.41   1.63   0.86   0.00   0.62   -0.50   -0.36   0.00   0.00   0.00   
 3000   0.1800   0.2895   5.45   5.07   1.81   1.09   0.19   0.84   0.62   -0.11   -0.07   0.56   0.00   
 3000   0.2500   0.2321   5.69   5.21   2.11   1.42   0.39   0.91   0.86   -0.07   -0.12   0.26   0.00   
 3000   0.4000   0.1124   7.82   6.48   3.76   2.58   1.70   2.23   1.58   -0.18   -0.42   -1.51   0.00   
 3000   0.6500   0.01050   17.55   13.52   7.22   4.58   4.93   8.56   2.79   -0.21   -1.37   -7.97   0.00   
 5000   0.0547   0.6174   5.46   5.07   1.90   0.12   0.13   0.69   0.05   -0.36   0.03   0.13   -0.57   
 5000   0.0800   0.5100   4.26   3.98   1.50   0.19   0.05   0.36   -0.20   -0.28   0.01   0.07   -0.11   
 5000   0.1300   0.4498   4.79   4.46   1.70   0.28   0.01   0.45   0.24   -0.38   0.00   0.01   -0.01   
 5000   0.1800   0.3628   5.45   5.15   1.75   0.27   0.00   0.38   -0.17   -0.34   0.00   0.00   0.00   
 5000   0.2500   0.2268   8.07   7.73   2.19   1.11   0.00   0.82   0.81   -0.12   0.00   0.00   0.00   
 5000   0.4000   0.1141   8.67   7.82   3.34   1.88   1.42   1.66   1.31   -0.04   -0.46   -0.90   0.00   
 5000   0.6500   0.01375   16.53   13.90   6.85   4.13   4.61   5.75   2.45   0.20   -1.16   -5.07   0.00   
 8000   0.0875   0.6162   7.97   7.49   2.49   0.39   0.09   1.09   0.22   -0.35   0.02   0.11   -1.00   
 8000   0.1300   0.5010   6.40   5.98   2.23   0.28   0.03   0.43   -0.19   -0.29   0.01   0.06   -0.25   
 8000   0.1800   0.3708   6.96   6.61   2.14   0.16   0.02   0.36   -0.05   -0.36   0.01   0.02   0.00   
 8000   0.2500   0.2533   8.02   7.62   2.46   1.04   0.00   0.52   0.52   0.03   0.00   0.00   0.00   
 8000   0.4000   0.1138   11.63   10.50   4.51   3.51   0.00   2.16   2.09   0.53   0.00   0.00   0.00   
 8000   0.6500   0.01193   18.53   16.94   6.54   4.19   3.75   3.66   2.39   0.23   -0.87   -2.63   0.00   
 12000   0.1300   0.6999   13.48   12.90   3.66   0.51   0.13   1.42   0.34   -0.30   0.04   0.12   -1.34   
 12000   0.1800   0.4797   8.61   8.32   2.20   0.17   0.08   0.38   -0.03   -0.31   0.03   0.10   -0.19   
 12000   0.2500   0.3018   9.61   9.27   2.47   1.05   0.02   0.50   0.48   -0.13   0.01   0.03   0.00   
 12000   0.4000   0.1878   11.98   10.80   4.89   4.02   0.00   1.79   1.68   0.60   0.00   0.00   0.00   
 12000   0.6500   0.01352   24.68   23.62   6.34   4.68   3.06   3.31   2.56   0.45   -0.84   -1.86   0.00   
 20000   0.2500   0.4615   12.77   12.42   2.81   1.17   0.08   0.93   0.43   -0.17   0.03   0.06   -0.81   
 20000   0.4000   0.2125   14.46   13.68   4.57   3.59   0.03   1.03   1.02   0.12   0.01   0.03   -0.11   
 20000   0.6500   0.01647   39.16   35.42   15.88   15.54   0.00   5.20   4.46   2.67   0.00   0.00   0.00   
 30000   0.4000   0.1903   28.38   27.72   5.74   3.39   0.14   2.13   1.05   -0.25   0.03   0.09   -1.83   
 30000   0.6500   0.03988   33.85   31.66   11.35   10.79   0.00   3.90   3.42   1.86   0.00   0.01   0.00   
 50000   0.6500   0.07518   58.83   57.79   10.56   8.88   0.00   3.06   2.83   1.17   0.00   0.00   0.00   
