#: table_doi: 10.17182/hepdata.84154.v2/t115
#: name: Table 115
#: description: Absolute statistics-only correlation matrix of the full phase-space differential cross-section as a function of the the scalar sum of the hadronic and leptonic top-quark transverse momenta $H_{T}^{t\bar{t}}$.

#: data_file: Table_115.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword phrases: Inclusive | Top | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GeV],8000.0
H_{T}^{t\bar{t}} bin,H_{T}^{t\bar{t}} bin,
6,10,-0.0546070745685
7,10,-0.124628122737
8,10,-0.157527928334
9,10,0.287276068374
10,10,1.0
11,10,0.311573169571
12,10,-0.150162365218
13,10,-0.0886709798718
14,10,-0.0390982055169
15,10,-0.0319871865995
1,11,0.0128389624687
2,11,0.0126867158009
3,11,-0.0110173257434
4,11,-0.0181977630224
5,11,-0.0295413170167
6,11,-0.0209494169795
7,11,-0.0410716379653
8,11,-0.101833277466
9,11,-0.169562173555
10,11,0.311573169571
11,11,1.0
12,11,0.334674230639
13,11,-0.103684355987
14,11,-0.11748429844
15,11,-0.045522089741
1,12,0.0109632008998
2,12,-0.00363136474659
3,12,0.000751746275517
4,12,0.00727495289444
5,12,-0.000473979495915
6,12,0.00553455296608
7,12,-0.0235686814978
8,12,-0.0494292308363
9,12,-0.11578890893
10,12,-0.150162365218
11,12,0.334674230639
12,12,1.0
13,12,0.420088759413
14,12,-0.089558201335
15,12,-0.0818065793895
1,13,-0.0231758868704
2,13,-0.00935136873067
3,13,0.00848530802335
4,13,0.0180277576484
5,13,0.0139534137283
6,13,0.0144294908591
7,13,-0.0249914212916
8,13,-0.0466079429261
9,13,-0.0198221011772
10,13,-0.0886709798718
11,13,-0.103684355987
12,13,0.420088759413
13,13,1.0
14,13,0.42174700001
15,13,-0.105280979243
1,14,-0.0288321035166
2,14,0.00523859942932
3,14,0.0170056868055
4,14,0.00616303943494
5,14,0.00385515253789
6,14,-0.00445163064349
7,14,-0.0267465323151
8,14,-0.00727111491917
9,14,0.0078342428745
10,14,-0.0390982055169
11,14,-0.11748429844
12,14,-0.089558201335
13,14,0.42174700001
14,14,1.0
15,14,0.163001568814
1,15,-0.0428227323246
2,15,-0.0331289815309
3,15,-0.0307792094805
4,15,-0.0145725716034
5,15,0.00592116876247
6,15,0.0126328472134
7,15,-0.00337502712427
8,15,-0.00187007172844
9,15,-0.0172451280239
10,15,-0.0319871865995
11,15,-0.045522089741
12,15,-0.0818065793895
13,15,-0.105280979243
14,15,0.163001568814
15,15,1.0

