6
0.0  0.4
23
490   540  +6.5 -5.8    +1.3 -1.3    +0.0 +0.0    +0.0 +0.0    +0.9 -0.9    +0.2 -0.2  
540   665  +6.5 -5.8    +1.5 -1.5    +0.0 +0.0    +0.0 +0.0    +1.0 -1.0    +0.2 -0.2  
 50    60  +0.3 -0.3    +4.0 -3.9    +1.1 -1.1    +0.0 +0.0    +3.0 -2.9    +0.0 +0.0  
 60    70  +0.2 -0.2    +3.6 -3.5    +0.9 -0.9    +0.0 +0.0    +2.7 -2.7    +0.0 +0.0  
 70    80  +0.1 -0.2    +3.3 -3.3    +0.8 -0.8    +0.0 +0.0    +2.5 -2.4    +0.0 +0.0  
 80    90  +0.1 -0.2    +3.1 -3.0    +0.8 -0.8    +0.0 +0.0    +2.3 -2.2    +0.0 +0.0  
 90   100  +0.1 -0.1    +2.9 -2.9    +0.7 -0.7    +0.0 +0.0    +2.1 -2.1    +0.0 +0.0  
100   110  +0.1 -0.1    +2.7 -2.7    +0.7 -0.7    +0.0 +0.0    +2.0 -1.9    +0.0 +0.0  
110   120  +0.1 -0.1    +2.6 -2.5    +0.6 -0.6    +0.0 +0.0    +1.8 -1.8    +0.0 +0.0  
120   130  +0.1 -0.1    +2.5 -2.4    +0.6 -0.6    +0.0 +0.0    +1.7 -1.7    +0.0 +0.0  
130   145  +0.2 -0.1    +2.3 -2.3    +0.6 -0.6    +0.0 +0.0    +1.7 -1.7    +0.0 +0.0  
145   160  +0.1 -0.1    +2.2 -2.1    +0.6 -0.6    +0.0 +0.0    +1.6 -1.6    +0.0 +0.0  
160   180  +0.1 -0.1    +2.0 -2.0    +0.6 -0.6    +0.0 +0.0    +1.6 -1.6    +0.0 +0.0  
180   200  +0.1 -0.1    +1.9 -1.8    +0.6 -0.6    +0.0 +0.0    +1.7 -1.7    +0.0 +0.0  
200   220  +0.1 -0.1    +1.7 -1.7    +0.6 -0.6    +0.0 +0.0    +1.7 -1.7    +0.0 +0.0  
220   240  +0.1 -0.1    +1.6 -1.6    +0.6 -0.6    +0.0 +0.0    +1.8 -1.8    +0.0 +0.0  
240   265  +0.1 -0.1    +1.5 -1.5    +0.6 -0.6    +0.0 +0.0    +1.9 -1.9    +0.0 +0.0  
265   295  +0.1 -0.1    +1.4 -1.4    +0.7 -0.7    +0.0 +0.0    +2.0 -2.0    +0.0 +0.0  
295   325  +0.1 -0.1    +1.4 -1.3    +0.7 -0.7    +0.0 +0.0    +2.1 -2.1    +0.0 +0.0  
325   360  +0.1 -0.1    +1.3 -1.3    +0.8 -0.8    +0.0 +0.0    +2.3 -2.3    +0.0 +0.0  
360   400  +0.1 -0.1    +1.2 -1.2    +0.9 -0.9    +0.0 +0.0    +2.6 -2.6    +0.0 +0.0  
400   445  +0.1 -0.1    +1.2 -1.2    +1.1 -1.1    +0.0 +0.0    +3.0 -3.0    +0.0 +0.0  
445   490  +0.1 -0.1    +1.2 -1.2    +1.3 -1.3    +0.0 +0.0    +3.5 -3.4    +0.0 +0.0  
490   540  +0.1 -0.1    +1.3 -1.3    +1.7 -1.7    +0.0 +0.0    +4.2 -4.1    +0.0 +0.0  
540   665  +0.1 -0.1    +1.5 -1.4    +2.4 -2.4    +0.0 +0.0    +5.5 -5.4    +0.0 +0.0  
50    60  +0.1 -0.1    +0.2 -0.2    +0.8 -0.8    +6.1 -5.9    +2.1 -2.1    -0.1 +0.1  
 60    70  +0.0 -0.0    +0.2 -0.2    -0.4 +0.4    +4.9 -4.8    +1.4 -1.4    -0.2 +0.2  
 70    80  +0.0 -0.0    +0.2 -0.2    -1.1 +1.2    +4.0 -3.9    +1.4 -1.4    -0.3 +0.3  
 80    90  +0.0 -0.0    +0.2 -0.2    -1.6 +1.6    +3.3 -3.2    +1.4 -1.4    -0.3 +0.3  
 90   100  +0.0 -0.0    +0.2 -0.2    -1.9 +1.9    +2.7 -2.7    +1.4 -1.4    -0.4 +0.4  
100   110  +0.0 -0.0    +0.2 -0.2    -2.0 +2.1    +2.2 -2.2    +1.0 -1.0    -0.4 +0.4  
110   120  +0.0 -0.0    +0.2 -0.2    -2.1 +2.2    +1.9 -1.8    +1.0 -1.0    -0.4 +0.4  
120   130  +0.0 -0.0    +0.2 -0.2    -2.1 +2.2    +1.5 -1.5    +0.0 +0.0    -0.4 +0.4  
130   145  +0.0 -0.0    +0.5 -0.5    -2.1 +2.2    +1.2 -1.2    +0.0 +0.0    -0.4 +0.4  
145   160  +0.0 -0.0    +0.5 -0.5    -2.0 +2.1    +0.9 -0.9    +0.0 +0.0    -0.4 +0.4  
160   180  +0.0 -0.0    +0.7 -0.7    -1.9 +1.9    +0.7 -0.7    +0.0 +0.0    -0.4 +0.4  
180   200  +0.0 -0.0    +0.7 -0.7    -1.7 +1.7    +0.5 -0.5    +0.0 +0.0    -0.4 +0.4  
200   220  +0.0 -0.0    +0.9 -0.9    -1.4 +1.4    +0.3 -0.3    +0.0 +0.0    -0.3 +0.3  
220   240  +0.0 -0.0    +0.9 -0.9    -1.2 +1.2    +0.3 -0.3    +0.0 +0.0    -0.3 +0.3  
240   265  +0.0 -0.0    +0.9 -0.9    -0.9 +0.9    +0.4 -0.4    +0.0 +0.0    -0.2 +0.2  
265   295  +0.0 -0.0    +0.9 -0.9    -0.6 +0.6    +0.5 -0.5    +0.0 +0.0    -0.1 +0.1  
295   325  +0.0 -0.0    +0.9 -0.9    -0.2 +0.2    +0.6 -0.6    +0.0 +0.0    +0.1 -0.1  
325   360  +0.0 -0.0    +0.9 -0.9    +0.1 -0.1    +0.7 -0.7    +0.0 +0.0    +0.3 -0.3  
360   400  +0.0 -0.0    +0.9 -0.9    +0.5 -0.5    +0.8 -0.8    +0.0 +0.0    +0.5 -0.5  
400   445  +0.0 -0.0    +0.9 -0.9    +0.9 -0.9    +0.9 -0.9    +0.0 +0.0    +0.9 -0.9  
445   490  +0.0 -0.0    +0.9 -0.9    +1.2 -1.2    +1.0 -1.0    +0.0 +0.0    +1.4 -1.4  
490   540  +0.0 -0.0    +0.9 -0.9    +1.4 -1.4    +1.1 -1.1    +0.0 +0.0    +2.1 -2.1  
540   665  +0.0 -0.0    +0.9 -0.9    +1.5 -1.5    +1.2 -1.2    +0.0 +0.0    +3.3 -3.2  
0.4 0.8
22
 50    60  +1.2 -1.2    +2.7 -2.6    +1.9 -1.9    +0.0 +0.0    +0.0 +0.0    +3.1 -3.1  
 60    70  +0.9 -0.9    +2.7 -2.6    +2.1 -2.1    +0.0 +0.0    +0.0 +0.0    +2.9 -2.8  
 70    80  +0.8 -0.8    +2.7 -2.6    +2.2 -2.2    +0.0 +0.0    +0.0 +0.0    +2.9 -2.8  
 80    90  +0.7 -0.7    +2.7 -2.7    +2.4 -2.3    -0.1 +0.1    +0.0 +0.0    +2.8 -2.8  
 90   100  +0.7 -0.7    +2.8 -2.7    +2.5 -2.5    -0.1 +0.1    +0.0 +0.0    +2.9 -2.8  
100   110  +0.6 -0.6    +2.8 -2.7    +2.7 -2.6    +0.0 -0.0    +0.0 +0.0    +2.9 -2.9  
110   120  +0.6 -0.6    +2.8 -2.7    +2.8 -2.7    +0.2 -0.2    +0.0 +0.0    +3.0 -2.9  
120   130  +0.6 -0.6    +2.9 -2.8    +2.9 -2.9    +0.3 -0.3    +0.0 +0.0    +3.1 -3.0  
130   145  +0.6 -0.6    +2.9 -2.8    +3.1 -3.0    +0.5 -0.5    +0.0 +0.0    +3.1 -3.1  
145   160  +0.6 -0.6    +3.0 -2.9    +3.3 -3.2    +0.7 -0.7    +0.0 +0.0    +3.3 -3.2  
160   180  +0.6 -0.6    +3.1 -3.0    +3.5 -3.4    +1.0 -1.0    +0.0 +0.0    +3.4 -3.3  
180   200  +0.6 -0.6    +3.2 -3.1    +3.8 -3.7    +1.3 -1.3    +0.0 +0.0    +3.6 -3.5  
200   220  +0.6 -0.6    +3.4 -3.3    +4.1 -4.0    +1.6 -1.6    +0.0 +0.0    +3.7 -3.7  
220   240  +0.7 -0.7    +3.5 -3.4    +4.4 -4.3    +1.9 -1.9    +0.0 +0.0    +3.9 -3.8  
240   265  +0.7 -0.7    +3.7 -3.6    +4.8 -4.6    +2.3 -2.2    +0.0 +0.0    +4.2 -4.1  
265   295  +0.8 -0.8    +4.0 -3.8    +5.3 -5.1    +2.8 -2.7    +0.0 +0.0    +4.5 -4.4  
295   325  +0.9 -0.9    +4.3 -4.2    +5.9 -5.7    +3.4 -3.3    +0.0 +0.0    +4.8 -4.7  
325   360  +1.1 -1.1    +4.7 -4.5    +6.6 -6.3    +4.1 -4.0    +0.0 +0.0    +5.3 -5.1  
360   400  +1.3 -1.3    +5.3 -5.0    +7.5 -7.2    +5.1 -4.8    +0.0 +0.0    +5.8 -5.6  
400   445  +1.7 -1.8    +6.0 -5.7    +8.8 -8.4    +6.4 -6.0    +0.0 +0.0    +6.5 -6.3  
445   495  +2.4 -2.4    +7.0 -6.6    +10.5 -9.9   +8.2 -7.6    +0.0 +0.0    +7.4 -7.1  
495   635  +3.7 -3.7    +8.6 -8.0    +13.4 -12.5  +11.3 -10.2  +0.0 +0.0    +9.0 -8.5  
 50    60  +6.5 -5.8    +2.6 -2.5    +0.0 +0.0    +0.0 +0.0    +1.9 -1.9    -1.2 +1.2  
 60    70  +6.5 -5.8    +2.6 -2.5    +0.0 +0.0    +0.0 +0.0    +1.6 -1.6    -1.0 +1.0  
 70    80  +6.5 -5.8    +2.6 -2.5    +0.0 +0.0    +0.0 +0.0    +1.4 -1.4    -0.8 +0.8  
 80    90  +6.5 -5.8    +2.6 -2.6    +0.0 +0.0    +0.0 +0.0    +1.3 -1.3    -0.7 +0.6  
 90   100  +6.5 -5.8    +2.7 -2.6    +0.0 +0.0    +0.0 +0.0    +1.2 -1.2    -0.5 +0.5  
100   110  +6.5 -5.8    +2.7 -2.6    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.5 +0.4  
110   120  +6.5 -5.8    +2.8 -2.7    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.4 +0.4  
120   130  +6.5 -5.8    +2.8 -2.7    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.3 +0.3  
130   145  +6.5 -5.8    +2.9 -2.8    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.3 +0.3  
145   160  +6.5 -5.8    +3.0 -2.9    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.2 +0.2  
160   180  +6.5 -5.8    +3.1 -3.0    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.1 +0.1  
180   200  +6.5 -5.8    +3.2 -3.1    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.0 +0.0  
200   220  +6.5 -5.8    +3.2 -3.1    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    +0.0 -0.0  
220   240  +6.5 -5.8    +3.3 -3.1    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    +0.1 -0.1  
240   265  +6.5 -5.8    +3.3 -3.2    +0.0 +0.0    +0.0 +0.0    +1.2 -1.2    +0.2 -0.2  
265   295  +6.5 -5.8    +3.4 -3.3    +0.0 +0.0    +0.0 +0.0    +1.2 -1.2    +0.3 -0.3  
295   325  +6.5 -5.8    +3.5 -3.4    +0.0 +0.0    +0.0 +0.0    +1.3 -1.3    +0.4 -0.4  
325   360  +6.5 -5.8    +3.7 -3.6    +0.0 +0.0    +0.0 +0.0    +1.4 -1.4    +0.5 -0.5  
360   400  +6.5 -5.8    +4.1 -3.9    +0.0 +0.0    +0.0 +0.0    +1.5 -1.5    +0.8 -0.8  
400   445  +6.5 -5.8    +4.6 -4.4    +0.0 +0.0    +0.0 +0.0    +1.7 -1.7    +1.1 -1.1  
445   495  +6.5 -5.8    +5.6 -5.3    +0.0 +0.0    +0.0 +0.0    +1.9 -1.9    +1.6 -1.6  
495   635  +6.5 -5.8    +8.0 -7.4    +0.0 +0.0    +0.0 +0.0    +2.4 -2.3    +2.6 -2.6  
50    60  +0.5 -0.4    +4.1 -4.0    +1.2 -1.2    +0.5 -0.5    +3.1 -2.9    +0.0 +0.0  
 60    70  +0.3 -0.2    +3.8 -3.7    +1.1 -1.1    +0.5 -0.5    +2.7 -2.6    +0.0 +0.0  
 70    80  +0.2 -0.1    +3.5 -3.4    +1.0 -1.0    +0.4 -0.4    +2.4 -2.3    +0.0 +0.0  
 80    90  +0.2 -0.1    +3.3 -3.2    +0.9 -0.9    +0.4 -0.4    +2.2 -2.1    +0.0 +0.0  
 90   100  +0.2 -0.1    +3.1 -3.0    +0.8 -0.8    +0.4 -0.4    +2.0 -2.0    +0.0 +0.0  
100   110  +0.2 -0.1    +2.9 -2.8    +0.8 -0.8    +0.4 -0.4    +1.9 -1.8    +0.0 +0.0  
110   120  +0.2 -0.1    +2.7 -2.7    +0.8 -0.8    +0.4 -0.4    +1.8 -1.7    +0.0 +0.0  
120   130  +0.2 -0.1    +2.6 -2.5    +0.7 -0.7    +0.4 -0.4    +1.7 -1.6    +0.0 +0.0  
130   145  +0.2 -0.2    +2.4 -2.4    +0.7 -0.7    +0.4 -0.4    +1.6 -1.5    +0.0 +0.0  
145   160  +0.2 -0.1    +2.3 -2.3    +0.7 -0.7    +0.4 -0.4    +1.5 -1.5    +0.0 +0.0  
160   180  +0.2 -0.1    +2.1 -2.1    +0.7 -0.7    +0.4 -0.4    +1.6 -1.5    +0.0 +0.0  
180   200  +0.2 -0.1    +2.0 -2.0    +0.7 -0.7    +0.4 -0.4    +1.6 -1.6    +0.0 +0.0  
200   220  +0.2 -0.1    +1.9 -1.9    +0.7 -0.7    +0.4 -0.4    +1.7 -1.7    +0.0 +0.0  
220   240  +0.1 -0.1    +1.8 -1.8    +0.8 -0.8    +0.4 -0.4    +1.8 -1.8    +0.0 +0.0  
240   265  +0.1 -0.1    +1.7 -1.7    +0.8 -0.8    +0.5 -0.5    +1.9 -1.9    +0.0 +0.0  
265   295  +0.1 -0.1    +1.6 -1.6    +0.9 -0.9    +0.6 -0.6    +2.1 -2.0    +0.0 +0.0  
295   325  +0.1 -0.1    +1.5 -1.5    +1.0 -1.0    +0.8 -0.8    +2.3 -2.3    +0.0 +0.0  
325   360  +0.1 -0.1    +1.5 -1.5    +1.1 -1.1    +1.0 -1.0    +2.6 -2.5    +0.0 +0.0  
360   400  +0.1 -0.1    +1.5 -1.4    +1.3 -1.3    +1.4 -1.3    +2.9 -2.9    +0.0 +0.0  
400   445  +0.1 -0.1    +1.5 -1.5    +1.6 -1.6    +1.7 -1.7    +3.5 -3.5    +0.0 +0.0  
445   495  +0.1 -0.1    +1.5 -1.5    +2.1 -2.1    +2.3 -2.3    +4.4 -4.3    +0.0 +0.0  
495   635  +0.1 -0.1    +1.7 -1.7    +3.1 -3.1    +3.4 -3.3    +6.0 -5.8    +0.0 +0.0  
 50    60  +0.0 -0.0    +0.2 -0.2    +0.8 -0.8    +5.4 -5.2    +2.1 -2.1    -0.1 +0.1  
 60    70  +0.0 -0.0    +0.2 -0.2    -0.4 +0.4    +4.3 -4.2    +1.4 -1.4    -0.2 +0.2  
 70    80  +0.0 -0.0    +0.2 -0.2    -1.2 +1.2    +3.5 -3.4    +1.4 -1.4    -0.3 +0.3  
 80    90  +0.0 -0.0    +0.2 -0.2    -1.6 +1.7    +2.8 -2.8    +1.4 -1.4    -0.3 +0.3  
 90   100  +0.0 -0.0    +0.2 -0.2    -1.9 +2.0    +2.3 -2.3    +1.4 -1.4    -0.4 +0.4  
100   110  +0.0 -0.0    +0.2 -0.2    -2.1 +2.1    +1.9 -1.9    +1.0 -1.0    -0.4 +0.4  
110   120  +0.0 -0.0    +0.2 -0.2    -2.2 +2.2    +1.6 -1.6    +1.0 -1.0    -0.4 +0.4  
120   130  +0.0 -0.0    +0.2 -0.2    -2.2 +2.2    +1.3 -1.3    +0.0 +0.0    -0.4 +0.4  
130   145  +0.0 -0.0    +0.5 -0.5    -2.2 +2.2    +1.1 -1.1    +0.0 +0.0    -0.4 +0.4  
145   160  +0.0 -0.0    +0.5 -0.5    -2.1 +2.1    +0.8 -0.8    +0.0 +0.0    -0.4 +0.4  
160   180  +0.0 -0.0    +0.7 -0.7    -1.9 +2.0    +0.6 -0.6    +0.0 +0.0    -0.4 +0.4  
180   200  +0.0 -0.0    +0.7 -0.7    -1.7 +1.7    +0.4 -0.4    +0.0 +0.0    -0.4 +0.4  
200   220  +0.0 -0.0    +0.9 -0.9    -1.5 +1.5    +0.3 -0.3    +0.0 +0.0    -0.3 +0.3  
220   240  +0.0 -0.0    +0.9 -0.9    -1.2 +1.2    +0.3 -0.3    +0.0 +0.0    -0.3 +0.3  
240   265  +0.0 -0.0    +0.9 -0.9    -0.9 +0.9    +0.4 -0.4    +0.0 +0.0    -0.2 +0.2  
265   295  +0.0 -0.0    +0.9 -0.9    -0.6 +0.6    +0.5 -0.5    +0.0 +0.0    -0.1 +0.1  
295   325  +0.0 -0.0    +0.9 -0.9    -0.2 +0.2    +0.6 -0.6    +0.0 +0.0    +0.1 -0.1  
325   360  +0.0 -0.0    +0.9 -0.9    +0.2 -0.2    +0.7 -0.7    +0.0 +0.0    +0.3 -0.3  
360   400  +0.0 -0.0    +0.9 -0.9    +0.6 -0.6    +0.9 -0.9    +0.0 +0.0    +0.7 -0.7  
400   445  +0.1 -0.1    +0.9 -0.9    +1.1 -1.0    +1.0 -1.0    +0.0 +0.0    +1.1 -1.1  
445   495  +0.1 -0.1    +0.9 -0.9    +1.5 -1.4    +1.2 -1.2    +0.0 +0.0    +1.8 -1.8  
495   635  +0.3 -0.3    +0.9 -0.9    +1.8 -1.7    +1.3 -1.3    +0.0 +0.0    +3.0 -2.9  
0.8  1.2
20
50    60  +1.6 -1.6    +2.7 -2.7    +2.2 -2.1    +0.0 +0.0    +0.0 +0.0    +3.2 -3.2  
 60    70  +1.3 -1.3    +2.7 -2.6    +2.3 -2.3    -0.1 +0.1    +0.0 +0.0    +3.0 -2.9  
 70    80  +1.1 -1.1    +2.7 -2.7    +2.5 -2.4    -0.1 +0.1    +0.0 +0.0    +3.0 -2.9  
 80    90  +1.0 -1.0    +2.8 -2.7    +2.6 -2.6    +0.1 -0.1    +0.0 +0.0    +3.0 -2.9  
 90   100  +0.9 -0.9    +2.8 -2.7    +2.8 -2.7    +0.3 -0.3    +0.0 +0.0    +3.0 -2.9  
100   110  +0.9 -0.9    +2.8 -2.8    +2.9 -2.9    +0.5 -0.5    +0.0 +0.0    +3.1 -3.0  
110   125  +0.8 -0.8    +2.9 -2.8    +3.1 -3.0    +0.7 -0.7    +0.0 +0.0    +3.2 -3.1  
125   140  +0.8 -0.8    +3.0 -2.9    +3.4 -3.3    +1.0 -1.0    +0.0 +0.0    +3.3 -3.2  
140   155  +0.8 -0.8    +3.1 -3.0    +3.6 -3.5    +1.2 -1.2    +0.0 +0.0    +3.4 -3.4  
155   170  +0.9 -0.9    +3.2 -3.1    +3.8 -3.7    +1.5 -1.5    +0.0 +0.0    +3.6 -3.5  
170   190  +1.0 -1.0    +3.3 -3.2    +4.1 -4.0    +1.8 -1.8    +0.0 +0.0    +3.8 -3.7  
190   210  +1.1 -1.1    +3.5 -3.4    +4.5 -4.4    +2.2 -2.1    +0.0 +0.0    +4.0 -3.9  
210   230  +1.2 -1.2    +3.7 -3.6    +4.9 -4.7    +2.6 -2.5    +0.0 +0.0    +4.3 -4.2  
230   250  +1.3 -1.3    +4.0 -3.8    +5.3 -5.1    +3.0 -2.9    +0.0 +0.0    +4.5 -4.4  
250   270  +1.5 -1.5    +4.2 -4.1    +5.8 -5.6    +3.5 -3.4    +0.0 +0.0    +4.8 -4.7  
270   300  +1.8 -1.8    +4.6 -4.4    +6.4 -6.1    +4.1 -4.0    +0.0 +0.0    +5.2 -5.1  
300   335  +2.3 -2.3    +5.1 -4.9    +7.3 -7.0    +5.0 -4.8    +0.0 +0.0    +5.8 -5.6  
335   375  +3.1 -3.1    +5.8 -5.5    +8.5 -8.1    +6.3 -5.9    +0.0 +0.0    +6.5 -6.3  
375   415  +4.5 -4.5    +6.7 -6.3    +10.2 -9.6   +8.1 -7.5    +0.0 +0.0    +7.5 -7.2  
415   520  +7.1 -7.0    +8.0 -7.4    +12.6 -11.7  +10.8 -9.8   +0.0 +0.0    +8.8 -8.4  
 50    60  +6.5 -5.8    +2.6 -2.5    +0.0 +0.0    +0.0 +0.0    +2.6 -2.6    -0.9 +0.9  
 60    70  +6.5 -5.8    +2.6 -2.5    +0.0 +0.0    +0.0 +0.0    +2.3 -2.3    -0.9 +0.9  
 70    80  +6.5 -5.8    +2.6 -2.6    +0.0 +0.0    +0.0 +0.0    +2.1 -2.1    -1.0 +1.0  
 80    90  +6.5 -5.8    +2.7 -2.6    +0.0 +0.0    +0.0 +0.0    +2.0 -1.9    -1.0 +1.0  
 90   100  +6.5 -5.8    +2.7 -2.6    +0.0 +0.0    +0.0 +0.0    +1.9 -1.9    -1.1 +1.1  
100   110  +6.5 -5.8    +2.8 -2.7    +0.0 +0.0    +0.0 +0.0    +1.8 -1.8    -1.1 +1.1  
110   125  +6.5 -5.8    +2.9 -2.8    +0.0 +0.0    +0.0 +0.0    +1.8 -1.8    -1.2 +1.2  
125   140  +6.5 -5.8    +3.0 -2.9    +0.0 +0.0    +0.0 +0.0    +1.8 -1.8    -1.3 +1.3  
140   155  +6.5 -5.8    +3.1 -3.0    +0.0 +0.0    +0.0 +0.0    +1.8 -1.8    -1.4 +1.4  
155   170  +6.5 -5.8    +3.2 -3.1    +0.0 +0.0    +0.0 +0.0    +1.9 -1.9    -1.5 +1.5  
170   190  +6.5 -5.8    +3.3 -3.2    +0.0 +0.0    +0.0 +0.0    +1.9 -1.9    -1.7 +1.7  
190   210  +6.5 -5.8    +3.5 -3.4    +0.0 +0.0    +0.0 +0.0    +2.0 -2.0    -1.9 +1.9  
210   230  +6.5 -5.8    +3.7 -3.6    +0.0 +0.0    +0.0 +0.0    +2.1 -2.1    -2.2 +2.1  
