#: table_doi: 10.17182/hepdata.84154.v2/t51
#: name: Table 51
#: description: Absolute statistics-only correlation matrix of the fiducial phase-space differential cross-section as a function of the the $t\bar{t$}$ system absolute rapidity $|y^{t\bar{t}}|$.

#: data_file: Table_51.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword phrases: Inclusive | Top | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GeV],8000.0
|y^{t\bar{t}}| bin,|y^{t\bar{t}}| bin,
8,13,0.00714720413406
9,13,0.0130929019849
10,13,-0.0582174940017
11,13,-0.220088380034
12,13,0.166759842457
13,13,1.0
14,13,0.174501380181
15,13,-0.226771699111
16,13,-0.0664398284023
17,13,0.0176998377019
18,13,-0.00330921174112
1,14,-0.0229415589526
2,14,6.26186474396e-05
3,14,0.0171169344941
4,14,0.0165241407551
5,14,-0.00533505238484
6,14,-0.00645320150306
7,14,-0.0144459874071
8,14,-0.00497984420059
9,14,0.0107849174992
10,14,0.0165036018743
11,14,-0.0633136899823
12,14,-0.225804675573
13,14,0.174501380181
14,14,1.0
15,14,0.177528688862
16,14,-0.238052313515
17,14,-0.0381161323293
18,14,0.0133568399463
1,15,-0.00130202845189
2,15,0.0119287030362
3,15,-0.000316652569847
4,15,0.000135872662529
5,15,-0.00465605384827
6,15,-0.00999289773283
7,15,0.0023953847982
8,15,-0.00877607856734
9,15,-0.00570360198762
10,15,0.0120504171508
11,15,0.0165004102465
12,15,-0.0465962101492
13,15,-0.226771699111
14,15,0.177528688862
15,15,1.0
16,15,0.211570343326
17,15,-0.20198456651
18,15,0.000899812516793
1,16,0.00807875651478
2,16,0.0100241765076
3,16,0.000379399503727
4,16,-0.0220177333622
5,16,-0.00813565247417
6,16,-0.000643222806042
7,16,0.0109097183651
8,16,0.000758066414126
9,16,0.00569300100731
10,16,0.00037790689584
11,16,0.0170930685366
12,16,0.0160714528866
13,16,-0.0664398284023
14,16,-0.238052313515
15,16,0.211570343326
16,16,1.0
17,16,-0.0267360262132
18,16,-0.120665924067
1,17,0.0189886988846
2,17,-0.0240434353902
3,17,-0.00726373926954
4,17,-0.0100279900855
5,17,0.00142125430648
6,17,0.0073721536082
7,17,0.00725032221392
8,17,-0.00256930319751
9,17,-0.00617606275789
10,17,-0.0229182942654
11,17,-0.0175916136671
12,17,-0.0090234972675
13,17,0.0176998377019
14,17,-0.0381161323293
15,17,-0.20198456651
16,17,-0.0267360262132
17,17,1.0
18,17,-0.115739155412
1,18,-0.0235173949045
2,18,0.0104025152211
3,18,0.00125402498119
4,18,-0.0133241190231
5,18,-0.0119056470096
6,18,0.00509989508559
7,18,0.00489341860041
8,18,-0.00344877941269
9,18,0.00528532617237
10,18,0.00198581392805
11,18,0.00342857664577
12,18,-0.00621965425625
13,18,-0.00330921174112
14,18,0.0133568399463
15,18,0.000899812516793
16,18,-0.120665924067
17,18,-0.115739155412
18,18,1.0

